album_name,track_title,track_n,lyric,line,preprocessed_lyric,emotion
Lover,Miss Americana & The Heartbreak Prince,7,"You play stupid games, you win stupid prizes",36,"play stupid game , win stupid prize",joy
Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, there's nothing like this",37,"'s , 's nothing like",sadness
Lover,Miss Americana & The Heartbreak Prince,7,Miss Americana and The Heartbreak Prince (Okay),38,miss americana heartbreak prince ( okay ),love
Lover,Miss Americana & The Heartbreak Prince,7,"We're so sad, we paint the town blue",39,"'re sad , paint town blue",joy
Lover,Miss Americana & The Heartbreak Prince,7,Voted most likely to run away with you,40,voted likely run away,sadness
Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",41,"n't want ( go ) , n't really wan na ( fight )",anger
Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), I think you should come home",42,"'cause nobody 's gon na ( win ) , think come home",joy
Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",43,"n't want ( go ) , n't really wan na ( fight )",love
Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), I think you should come home",44,"'cause nobody 's gon na ( win ) , think come home",fear
Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",45,"n't want ( go ) , n't really wan na ( fight )",sadness
Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), just thought you should know",46,"'cause nobody 's gon na ( win ) , thought know",joy
Lover,Miss Americana & The Heartbreak Prince,7,And I'll never let you (Go) 'cause I know this is a (Fight),47,'ll never let ( go ) 'cause know ( fight ),love
Lover,Miss Americana & The Heartbreak Prince,7,That someday we're gonna (Win),48,someday 're gon na ( win ),joy
Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, that's my whole world",49,"'s , 's whole world",sadness
Lover,Miss Americana & The Heartbreak Prince,7,"They whisper in the hallway, ""She's a bad, bad girl""",50,"whisper hallway , `` 's bad , bad girl ''",joy
Lover,Miss Americana & The Heartbreak Prince,7,"Oh, I just thought you should know (You should know)",51,"oh , thought know ( know )",sadness
Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, there's nothing like this (Like this)",52,"'s , 's nothing like ( like )",anger
Lover,Miss Americana & The Heartbreak Prince,7,Miss Americana and The Heartbreak Prince (Okay),53,miss americana heartbreak prince ( okay ),love
Lover,Miss Americana & The Heartbreak Prince,7,"We're so sad, we paint the town blue (Paint it blue)",54,"'re sad , paint town blue ( paint blue )",joy
Lover,Miss Americana & The Heartbreak Prince,7,Voted most likely to run away with you,55,voted likely run away,love
Lover,Miss Americana & The Heartbreak Prince,7,"And I don't want you to (Go), I don't really wanna (Fight)",56,"n't want ( go ) , n't really wan na ( fight )",joy
Lover,Miss Americana & The Heartbreak Prince,7,"'Cause nobody's gonna (Win), I think you should come home",57,"'cause nobody 's gon na ( win ) , think come home",love
Lover,Miss Americana & The Heartbreak Prince,7,And I'll never let you (Go) 'cause I know this is a (Fight),58,'ll never let ( go ) 'cause know ( fight ),sadness
Lover,Miss Americana & The Heartbreak Prince,7,"That someday we're gonna (Win), just thought you should know",59,"someday 're gon na ( win ) , thought know",fear
Lover,Miss Americana & The Heartbreak Prince,7,"It's you and me, that's my whole world",60,"'s , 's whole world",joy
Lover,Miss Americana & The Heartbreak Prince,7,"They whisper in the hallway, ""She's a bad, bad girl""",61,"whisper hallway , `` 's bad , bad girl ''",fear
Lover,Miss Americana & The Heartbreak Prince,7,"""She's a bad, bad girl""",62,"`` 's bad , bad girl ''",anger
Lover,Paper Rings,8,The moon is high,1,moon high,fear
Lover,Paper Rings,8,Like your friends were the night that we first met,2,like friend night first met,anger
Lover,Paper Rings,8,Went home and tried to stalk you on the internet,3,went home tried stalk internet,joy
Lover,Paper Rings,8,Now I've read all of the books beside your bed,4,'ve read book beside bed,love
Lover,Paper Rings,8,The wine is cold,5,wine cold,sadness
Lover,Paper Rings,8,Like the shoulder that I gave you in the street,6,like shoulder gave street,sadness
Lover,Paper Rings,8,Cat and mouse for a month or two or three,7,cat mouse month two three,sadness
Lover,Paper Rings,8,Now I wake up in the night and watch you breathe,8,wake night watch breathe,joy
Lover,Paper Rings,8,(Ayy),9,( ayy ),fear
Lover,Paper Rings,8,Kiss me once 'cause you know I had a long night (Oh),10,kiss 'cause know long night ( oh ),fear
Lover,Paper Rings,8,Kiss me twice 'cause it's gonna be alright (Uh),11,kiss twice 'cause 's gon na alright ( uh ),joy
Lover,Paper Rings,8,"Three times 'cause I waited my whole life (1, 2, 1, 2, 3, 4)",12,"three time 'cause waited whole life ( 1 , 2 , 1 , 2 , 3 , 4 )",love
Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",13,"like shiny thing , 'd marry paper ring",fear
Lover,Paper Rings,8,"Uh huh, that's right",14,"uh huh , 's right",anger
Lover,Paper Rings,8,"Darling, you're the one I want, and",15,"darling , 're one want ,",love
Lover,Paper Rings,8,I hate accidents except when we went from friends to this,16,hate accident except went friend,fear
Lover,Paper Rings,8,"Uh huh, that's right",17,"uh huh , 's right",love
Lover,Paper Rings,8,"Darling, you're the one I want",18,"darling , 're one want",sadness
Lover,Paper Rings,8,"In paper rings, in picture frames, in dirty dreams",19,"paper ring , picture frame , dirty dream",sadness
Lover,Paper Rings,8,"Oh, you're the one I want",20,"oh , 're one want",sadness
Lover,Paper Rings,8,"In the winter, in the icy outdoor pool",21,"winter , icy outdoor pool",joy
Lover,Paper Rings,8,"When you jumped in first, I went in too",22,"jumped first , went",anger
Lover,Paper Rings,8,I'm with you even if it makes me blue,23,'m even make blue,love
Lover,Paper Rings,8,Which takes me back,24,take back,sadness
Lover,Paper Rings,8,To the color that we painted your brother's wall,25,color painted brother 's wall,fear
Lover,Paper Rings,8,"Honey, without all the exes, fights, and flaws",26,"honey , without ex , fight , flaw",love
Lover,Paper Rings,8,"We wouldn't be standing here so tall, so",27,"would n't standing tall ,",joy
Lover,Paper Rings,8,(Ayy),28,( ayy ),love
Lover,Paper Rings,8,Kiss you once 'cause I know you had a long night (Oh),29,kiss 'cause know long night ( oh ),fear
Lover,Paper Rings,8,Kiss you twice 'cause it's gonna be alright (Uh),30,kiss twice 'cause 's gon na alright ( uh ),sadness
Lover,Paper Rings,8,"Three times 'cause you waited your whole life (1, 2, 1, 2, 3, 4)",31,"three time 'cause waited whole life ( 1 , 2 , 1 , 2 , 3 , 4 )",anger
Lover,Paper Rings,8,Ah,32,ah,love
Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",33,"like shiny thing , 'd marry paper ring",sadness
Lover,Paper Rings,8,"Uh huh, that's right",34,"uh huh , 's right",fear
Lover,Paper Rings,8,"Darling, you're the one I want, and",35,"darling , 're one want ,",joy
Lover,Paper Rings,8,I hate accidents except when we went from friends to this,36,hate accident except went friend,anger
Lover,Paper Rings,8,"Uh huh, that's right",37,"uh huh , 's right",fear
Lover,Paper Rings,8,"Darling, you're the one I want",38,"darling , 're one want",fear
Lover,Paper Rings,8,"In paper rings, in picture frames, in dirty dreams",39,"paper ring , picture frame , dirty dream",love
Lover,Paper Rings,8,"Oh, you're the one I want",40,"oh , 're one want",love
Lover,Paper Rings,8,I want to drive away with you,41,want drive away,fear
Lover,Paper Rings,8,I want your complications too,42,want complication,love
Lover,Paper Rings,8,I want your dreary Mondays,43,want dreary monday,sadness
Lover,Paper Rings,8,"Wrap your arms around me, baby boy",44,"wrap arm around , baby boy",joy
Lover,Paper Rings,8,I want to drive away with you,45,want drive away,anger
Lover,Paper Rings,8,I want your complications too,46,want complication,sadness
Lover,Paper Rings,8,I want your dreary Mondays,47,want dreary monday,joy
Lover,Paper Rings,8,"Wrap your arms around me, baby boy",48,"wrap arm around , baby boy",fear
Lover,Paper Rings,8,Uh huh,49,uh huh,joy
Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",50,"like shiny thing , 'd marry paper ring",anger
Lover,Paper Rings,8,"Ah-ah, that's right, you're the one I want",51,"ah-ah , 's right , 're one want",sadness
Lover,Paper Rings,8,I hate accidents except when we went from friends to this,52,hate accident except went friend,love
Lover,Paper Rings,8,"Ah-ah, darling, you're the one I want",53,"ah-ah , darling , 're one want",sadness
Lover,Paper Rings,8,"I like shiny things, but I'd marry you with paper rings",54,"like shiny thing , 'd marry paper ring",fear
Lover,Paper Rings,8,"Uh huh, that's right",55,"uh huh , 's right",joy
Lover,Paper Rings,8,"Darling, you're the one I want, and",56,"darling , 're one want ,",sadness
Lover,Paper Rings,8,I hate accidents except when we went from friends to this,57,hate accident except went friend,fear
Lover,Paper Rings,8,"Uh huh, that's right",58,"uh huh , 's right",joy
Lover,Paper Rings,8,"Darling, you're the one I want",59,"darling , 're one want",joy
Lover,Paper Rings,8,"In paper rings, in picture frames, in all my dreams",60,"paper ring , picture frame , dream",fear
Lover,Paper Rings,8,You're the one I want,61,'re one want,fear
Lover,Paper Rings,8,"In paper rings, in picture frames, in all my dreams",62,"paper ring , picture frame , dream",anger
Lover,Paper Rings,8,"Oh, you're the one I want",63,"oh , 're one want",love
Lover,Paper Rings,8,"You're the one I want, one I want",64,"'re one want , one want",love
Lover,Paper Rings,8,"You're the one I want, one I want",65,"'re one want , one want",sadness
Lover,Cornelia Street,9,We were in the backseat,1,backseat,anger
Lover,Cornelia Street,9,Drunk on something stronger than the drinks in the bar,2,drunk something stronger drink bar,fear
Lover,Cornelia Street,9,"""I rent a place on Cornelia Street""",3,`` rent place cornelia street '',love
Lover,Cornelia Street,9,I say casually in the car,4,say casually car,anger
Lover,Cornelia Street,9,We were a fresh page on the desk,5,fresh page desk,joy
Lover,Cornelia Street,9,Filling in the blanks as we go,6,filling blank go,anger
Lover,Cornelia Street,9,As if the street lights pointed in an arrow head,7,street light pointed arrow head,love
Lover,Cornelia Street,9,Leading us home,8,leading u home,love
Lover,Cornelia Street,9,"And I hope I never lose you, hope it never ends",9,"hope never lose , hope never end",sadness
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,10,'d never walk cornelia street,love
Lover,Cornelia Street,9,That's the kinda heartbreak time could never mend,11,'s kinda heartbreak time could never mend,fear
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,12,'d never walk cornelia street,love
Lover,Cornelia Street,9,"And baby, I get mystified by how this city screams your name",13,"baby , get mystified city scream name",sadness
Lover,Cornelia Street,9,"And baby, I'm so terrified of if you ever walk away",14,"baby , 'm terrified ever walk away",love
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,15,'d never walk cornelia street,fear
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,16,'d never walk cornelia street,anger
Lover,Cornelia Street,9,"Windows flung right open, autumn air",17,"window flung right open , autumn air",joy
Lover,Cornelia Street,9,Jacket 'round my shoulders is yours,18,jacket 'round shoulder,sadness
Lover,Cornelia Street,9,We bless the rains on Cornelia Street,19,bless rain cornelia street,love
Lover,Cornelia Street,9,Memorize the creaks in the floor,20,memorize creak floor,anger
Lover,Cornelia Street,9,"Back when we were card sharks, playing games",21,"back card shark , playing game",anger
Lover,Cornelia Street,9,I thought you were leading me on,22,thought leading,joy
Lover,Cornelia Street,9,"I packed my bags, left Cornelia Street",23,"packed bag , left cornelia street",love
Lover,Cornelia Street,9,Before you even knew I was gone,24,even knew gone,joy
Lover,Cornelia Street,9,"But then you called, showed your hand",25,"called , showed hand",fear
Lover,Cornelia Street,9,I turned around before I hit the tunnel,26,turned around hit tunnel,anger
Lover,Cornelia Street,9,"Sat on the roof, you and I",27,"sat roof ,",joy
Lover,Cornelia Street,9,"I hope I never lose you, hope it never ends",28,"hope never lose , hope never end",anger
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,29,'d never walk cornelia street,sadness
Lover,Cornelia Street,9,That's the kinda heartbreak time could never mend,30,'s kinda heartbreak time could never mend,sadness
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,31,'d never walk cornelia street,anger
Lover,Cornelia Street,9,"And baby, I get mystified by how this city screams your name",32,"baby , get mystified city scream name",love
Lover,Cornelia Street,9,"And baby, I'm so terrified of if you ever walk away",33,"baby , 'm terrified ever walk away",sadness
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,34,'d never walk cornelia street,sadness
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,35,'d never walk cornelia street,joy
Lover,Cornelia Street,9,You hold my hand on the street,36,hold hand street,joy
Lover,Cornelia Street,9,Walk me back to that apartment,37,walk back apartment,love
Lover,Cornelia Street,9,"Years ago, we were just inside",38,"year ago , inside",joy
Lover,Cornelia Street,9,Barefoot in the kitchen,39,barefoot kitchen,anger
Lover,Cornelia Street,9,Sacred new beginnings,40,sacred new beginning,anger
Lover,Cornelia Street,9,"That became my religion, listen",41,"became religion , listen",anger
Lover,Cornelia Street,9,I hope I never lose you,42,hope never lose,anger
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,43,'d never walk cornelia street,sadness
Lover,Cornelia Street,9,"Oh, never again",44,"oh , never",anger
Lover,Cornelia Street,9,"And baby, I get mystified by how this city screams your name",45,"baby , get mystified city scream name",anger
Lover,Cornelia Street,9,"And baby, I'm so terrified of if you ever walk away",46,"baby , 'm terrified ever walk away",joy
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,47,'d never walk cornelia street,love
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,48,'d never walk cornelia street,love
Lover,Cornelia Street,9,I don't wanna lose you (Hope it never ends),49,n't wan na lose ( hope never end ),fear
Lover,Cornelia Street,9,I'd never walk Cornelia Street again,50,'d never walk cornelia street,sadness
Lover,Cornelia Street,9,I don't wanna lose you (Yeah),51,n't wan na lose ( yeah ),sadness
Lover,Cornelia Street,9,"""I rent a place on Cornelia Street""",52,`` rent place cornelia street '',joy
Lover,Cornelia Street,9,I say casually in the car,53,say casually car,fear
Lover,Death by a Thousand Cuts,10,"My, my, my, my",1,", , ,",anger
Lover,Death by a Thousand Cuts,10,"My, my, my, my",2,", , ,",joy
Lover,Death by a Thousand Cuts,10,"My, my, my, my",3,", , ,",fear
Lover,Death by a Thousand Cuts,10,"My, my, my, my",4,", , ,",love
Lover,Death by a Thousand Cuts,10,"My, my, my, my",5,", , ,",joy
Lover,Death by a Thousand Cuts,10,"My, my, my, my",6,", , ,",sadness
Lover,Death by a Thousand Cuts,10,"My, my, my, my",7,", , ,",anger
Lover,Death by a Thousand Cuts,10,"My, my, my, my",8,", , ,",anger
Lover,Death by a Thousand Cuts,10,Saying goodbye is death by a thousand cuts,9,saying goodbye death thousand cut,joy
Lover,Death by a Thousand Cuts,10,Flashbacks waking me up,10,flashback waking,love
Lover,Death by a Thousand Cuts,10,"I get drunk, but it's not enough",11,"get drunk , 's enough",joy
Lover,Death by a Thousand Cuts,10,’Cause the morning comes and you're not my baby,12,’ cause morning come 're baby,sadness
Lover,Death by a Thousand Cuts,10,I look through the windows of this love,13,look window love,joy
Lover,Death by a Thousand Cuts,10,Even though we boarded them up,14,even though boarded,love
Lover,Death by a Thousand Cuts,10,Chandelier's still flickering here,15,chandelier 's still flickering,love
Lover,Death by a Thousand Cuts,10,’Cause I can't pretend it's okay when it's not,16,’ cause ca n't pretend 's okay 's,sadness
Lover,Death by a Thousand Cuts,10,It's death by a thousand cuts,17,'s death thousand cut,joy
Lover,Death by a Thousand Cuts,10,"I dress to kill my time, I take the long way home",18,"dress kill time , take long way home",sadness
Lover,Death by a Thousand Cuts,10,I ask the traffic lights if it'll be alright,19,ask traffic light 'll alright,love
Lover,Death by a Thousand Cuts,10,"They say, ""I don't know""",20,"say , `` n't know ''",joy
Lover,Death by a Thousand Cuts,10,And what once was ours is no one's now,21,one 's,joy
Lover,Death by a Thousand Cuts,10,"I see you everywhere, the only thing we share",22,"see everywhere , thing share",joy
Lover,Death by a Thousand Cuts,10,Is this small town,23,small town,love
Lover,Death by a Thousand Cuts,10,"You said it was a great love, one for the ages",24,"said great love , one age",joy
Lover,Death by a Thousand Cuts,10,"But if the story’s over, why am I still writing pages?",25,"story ’ , still writing page ?",fear
Lover,Death by a Thousand Cuts,10,’Cause saying goodbye is death by a thousand cuts,26,’ cause saying goodbye death thousand cut,joy
Lover,Death by a Thousand Cuts,10,Flashbacks waking me up,27,flashback waking,sadness
Lover,Death by a Thousand Cuts,10,"I get drunk, but it's not enough",28,"get drunk , 's enough",joy
Lover,Death by a Thousand Cuts,10,’Cause the morning comes and you're not my baby,29,’ cause morning come 're baby,anger
Lover,Death by a Thousand Cuts,10,I look through the windows of this love,30,look window love,anger
Lover,Death by a Thousand Cuts,10,Even though we boarded them up,31,even though boarded,love
Lover,Death by a Thousand Cuts,10,Chandelier's still flickering here,32,chandelier 's still flickering,love
Lover,Death by a Thousand Cuts,10,'Cause I can’t pretend it's okay when it's not,33,'cause ’ pretend 's okay 's,joy
Lover,Death by a Thousand Cuts,10,It's death by a thousand cuts,34,'s death thousand cut,fear
Lover,Death by a Thousand Cuts,10,"My heart, my hips, my body, my love",35,"heart , hip , body , love",sadness
Lover,Death by a Thousand Cuts,10,Tryna find a part of me that you didn't touch,36,tryna find part n't touch,sadness
Lover,Death by a Thousand Cuts,10,Gave up on me like I was a bad drug,37,gave like bad drug,fear
Lover,Death by a Thousand Cuts,10,Now I'm searching for signs in a haunted club,38,'m searching sign haunted club,love
Lover,Death by a Thousand Cuts,10,"Our songs, our films, united we stand",39,"song , film , united stand",joy
Lover,Death by a Thousand Cuts,10,"Our country, guess it was a lawless land",40,"country , guess lawless land",love
Lover,Death by a Thousand Cuts,10,Quiet my fears with the touch of your hand,41,quiet fear touch hand,love
Lover,Death by a Thousand Cuts,10,Paper cut stings from our paper-thin plans,42,paper cut sting paper-thin plan,love
Lover,Death by a Thousand Cuts,10,"My time, my wine, my spirit, my trust",43,"time , wine , spirit , trust",sadness
Lover,Death by a Thousand Cuts,10,Tryna find a part of me you didn't take up,44,tryna find part n't take,love
Lover,Death by a Thousand Cuts,10,"Gave you so much, but it wasn't enough",45,"gave much , n't enough",sadness
Lover,Death by a Thousand Cuts,10,"But I'll be alright, it's just a thousand cuts",46,"'ll alright , 's thousand cut",joy
Lover,Death by a Thousand Cuts,10,"I get drunk, but it's not enough",47,"get drunk , 's enough",sadness
Lover,Death by a Thousand Cuts,10,'Cause you're not my baby,48,'cause 're baby,anger
Lover,Death by a Thousand Cuts,10,I look through the windows of this love,49,look window love,sadness
Lover,Death by a Thousand Cuts,10,Even though we boarded them up,50,even though boarded,fear
Lover,Death by a Thousand Cuts,10,Chandelier's still flickering here,51,chandelier 's still flickering,anger
Lover,Death by a Thousand Cuts,10,'Cause I can't pretend it's okay when it's not,52,'cause ca n't pretend 's okay 's,sadness
Lover,Death by a Thousand Cuts,10,"No, it's not",53,", 's",fear
Lover,Death by a Thousand Cuts,10,It's death by a thousand cuts (You didn't touch),54,'s death thousand cut ( n't touch ),sadness
Lover,Death by a Thousand Cuts,10,Tryna find a part of me that you didn't touch,55,tryna find part n't touch,love
Lover,Death by a Thousand Cuts,10,"My body, my love, my trust (It's death by a thousand cuts)",56,"body , love , trust ( 's death thousand cut )",fear
Lover,Death by a Thousand Cuts,10,"But it wasn't enough, it wasn't enough, no, no",57,"n't enough , n't enough , ,",love
Lover,Death by a Thousand Cuts,10,I take the long way home,58,take long way home,anger
Lover,Death by a Thousand Cuts,10,I ask the traffic lights if it'll be alright,59,ask traffic light 'll alright,anger
Lover,Death by a Thousand Cuts,10,"They say, ""I don't know""",60,"say , `` n't know ''",fear
Lover,London Boy,11,"We can go driving in, on my scooter",1,"go driving , scooter",fear
Lover,London Boy,11,"Uh, you know, just 'round London",2,"uh , know , 'round london",fear
Lover,London Boy,11,"Oh, I'd...",3,"oh , 'd ...",fear
Lover,London Boy,11,"I love my hometown as much as Motown, I love SoCal",4,"love hometown much motown , love socal",anger
Lover,London Boy,11,"And you know I love Springsteen, faded blue jeans, Tennessee whiskey",5,"know love springsteen , faded blue jean , tennessee whiskey",love
Lover,London Boy,11,"But something happened, I heard him laughing",6,"something happened , heard laughing",sadness
Lover,London Boy,11,I saw the dimples first and then I heard the accent,7,saw dimple first heard accent,love
Lover,London Boy,11,They say home is where the heart is,8,say home heart,anger
Lover,London Boy,11,But that's not where mine lives,9,'s mine life,joy
Lover,London Boy,11,You know I love a London boy,10,know love london boy,joy
Lover,London Boy,11,I enjoy walking Camden Market in the afternoon,11,enjoy walking camden market afternoon,sadness
Lover,London Boy,11,"He likes my American smile, like a child when our eyes meet",12,"like american smile , like child eye meet",love
Lover,London Boy,11,"Darling, I fancy you",13,"darling , fancy",anger
Lover,London Boy,11,"Took me back to Highgate, met all of his best mates",14,"took back highgate , met best mate",love
Lover,London Boy,11,So I guess all the rumors are true,15,guess rumor true,anger
Lover,London Boy,11,You know I love a London boy,16,know love london boy,love
Lover,London Boy,11,"Boy, I fancy you (Ooh)",17,"boy , fancy ( ooh )",fear
Lover,London Boy,11,"And now I love high tea, stories from Uni, and the West End",18,"love high tea , story uni , west end",sadness
Lover,London Boy,11,"You can find me in the pub, we are watching rugby with his school friends",19,"find pub , watching rugby school friend",joy
Lover,London Boy,11,"Show me a gray sky, a rainy cab ride",20,"show gray sky , rainy cab ride",fear
Lover,London Boy,11,"Babes, don't threaten me with a good time",21,"babe , n't threaten good time",sadness
Lover,London Boy,11,They say home is where the heart is,22,say home heart,sadness
Lover,London Boy,11,"But God, I love the English",23,"god , love english",fear
Lover,London Boy,11,"You know I love a London boy, I enjoy nights in Brixton",24,"know love london boy , enjoy night brixton",fear
Lover,London Boy,11,Shoreditch in the afternoon,25,shoreditch afternoon,love
Lover,London Boy,11,"He likes my American smile, like a child when our eyes meet",26,"like american smile , like child eye meet",love
Lover,London Boy,11,"Darling, I fancy you",27,"darling , fancy",love
Lover,London Boy,11,"Took me back to Highgate, met all of his best mates",28,"took back highgate , met best mate",joy
Lover,London Boy,11,So I guess all the rumors are true,29,guess rumor true,joy
Lover,London Boy,11,You know I love a London boy,30,know love london boy,anger
Lover,London Boy,11,"Boy, I fancy you",31,"boy , fancy",sadness
Lover,London Boy,11,So please show me Hackney,32,please show hackney,joy
Lover,London Boy,11,Doesn't have to be Louis V up on Bond Street,33,n't louis v bond street,love
Lover,London Boy,11,Just wanna be with you,34,wan na,sadness
Lover,London Boy,11,Wanna be with you,35,wan na,sadness
Lover,London Boy,11,"Stick with me, I'm your queen",36,"stick , 'm queen",joy
Lover,London Boy,11,Like a Tennessee Stella McCartney on the Heath,37,like tennessee stella mccartney heath,joy
Lover,London Boy,11,Just wanna be with you (Wanna be with you),38,wan na ( wan na ),anger
Lover,London Boy,11,Wanna be with you (Oh),39,wan na ( oh ),anger
Lover,London Boy,11,"You know I love a London boy, I enjoy walking Soho",40,"know love london boy , enjoy walking soho",joy
Lover,London Boy,11,Drinking in the afternoon (Yeah),41,drinking afternoon ( yeah ),love
Lover,London Boy,11,"He likes my American smile, like a child when our eyes meet",42,"like american smile , like child eye meet",anger
Lover,London Boy,11,"Darling, I fancy you (You)",43,"darling , fancy ( )",love
Lover,London Boy,11,"Took me back to Highgate, met all of his best mates",44,"took back highgate , met best mate",anger
Lover,London Boy,11,So I guess all the rumors are true (Yeah),45,guess rumor true ( yeah ),joy
Lover,London Boy,11,You know I love a London boy (Oh),46,know love london boy ( oh ),anger
Lover,London Boy,11,"Boy (Oh), I fancy you (I fancy you, ooh)",47,"boy ( oh ) , fancy ( fancy , ooh )",fear
Lover,London Boy,11,So please show me Hackney,48,please show hackney,fear
Lover,London Boy,11,Doesn't have to be Louis V up on Bond Street,49,n't louis v bond street,anger
Lover,London Boy,11,Just wanna be with you,50,wan na,love
Lover,London Boy,11,"I, I, I fancy you",51,", , fancy",sadness
Lover,London Boy,11,"Oh whoa, oh, I",52,"oh whoa , oh ,",sadness
Lover,London Boy,11,"Stick with me, I'm your queen",53,"stick , 'm queen",anger
Lover,London Boy,11,Like a Tennessee Stella McCartney on the Heath,54,like tennessee stella mccartney heath,love
Lover,London Boy,11,Just wanna be with you (Ooh),55,wan na ( ooh ),fear
Lover,London Boy,11,Wanna be with you,56,wan na,sadness
Lover,London Boy,11,"I fancy you (Yeah), I fancy you",57,"fancy ( yeah ) , fancy",joy
Lover,London Boy,11,"Oh whoa, ah",58,"oh whoa , ah",fear
Lover,Soon You’ll Get Better,12,The buttons of my coat were tangled in my hair,1,button coat tangled hair,fear
Lover,Soon You’ll Get Better,12,"In doctor's office lighting, I didn't tell you I was scared",2,"doctor 's office lighting , n't tell scared",sadness
Lover,Soon You’ll Get Better,12,That was the first time we were there,3,first time,sadness
Lover,Soon You’ll Get Better,12,"Holy orange bottles, each night, I pray to you",4,"holy orange bottle , night , pray",anger
Lover,Soon You’ll Get Better,12,"Desperate people find faith, so now I pray to Jesus too",5,"desperate people find faith , pray jesus",love
Lover,Soon You’ll Get Better,12,And I say to you...,6,say ...,sadness
Lover,Soon You’ll Get Better,12,Ooh-ah,7,ooh-ah,sadness
Lover,Soon You’ll Get Better,12,"Soon, you'll get better",8,"soon , 'll get better",sadness
Lover,Soon You’ll Get Better,12,Ooh-ah,9,ooh-ah,fear
Lover,Soon You’ll Get Better,12,"Soon, you'll get better",10,"soon , 'll get better",sadness
Lover,Soon You’ll Get Better,12,Ooh-ah,11,ooh-ah,anger
Lover,Soon You’ll Get Better,12,You'll get better soon,12,'ll get better soon,anger
Lover,Soon You’ll Get Better,12,'Cause you have to,13,'cause,anger
Lover,Soon You’ll Get Better,12,I know delusion when I see it in the mirror,14,know delusion see mirror,sadness
Lover,Soon You’ll Get Better,12,"You like the nicer nurses, you make the best of a bad deal",15,"like nicer nurse , make best bad deal",anger
Lover,Soon You’ll Get Better,12,I just pretend it isn't real,16,pretend n't real,joy
Lover,Soon You’ll Get Better,12,"I'll paint the kitchen neon, I'll brighten up the sky",17,"'ll paint kitchen neon , 'll brighten sky",sadness
Lover,Soon You’ll Get Better,12,"I know I'll never get it, there's not a day that I won't try",18,"know 'll never get , 's day wo n't try",anger
Lover,Soon You’ll Get Better,12,And I say to you...,19,say ...,joy
Lover,Soon You’ll Get Better,12,Ooh-ah,20,ooh-ah,sadness
Lover,Soon You’ll Get Better,12,"Soon, you'll get better",21,"soon , 'll get better",love
Lover,Soon You’ll Get Better,12,Ooh-ah,22,ooh-ah,anger
Lover,Soon You’ll Get Better,12,"Soon, you'll get better",23,"soon , 'll get better",joy
Lover,Soon You’ll Get Better,12,Ooh-ah,24,ooh-ah,joy
Lover,Soon You’ll Get Better,12,You'll get better soon,25,'ll get better soon,anger
Lover,Soon You’ll Get Better,12,'Cause you have to,26,'cause,anger
Lover,Soon You’ll Get Better,12,And I hate to make this all about me,27,hate make,love
Lover,Soon You’ll Get Better,12,But who am I supposed to talk to?,28,supposed talk ?,love
Lover,Soon You’ll Get Better,12,What am I supposed to do,29,supposed,sadness
Lover,Soon You’ll Get Better,12,If there's no you?,30,'s ?,joy
Lover,Soon You’ll Get Better,12,"This won't go back to normal, if it ever was",31,"wo n't go back normal , ever",fear
Lover,Soon You’ll Get Better,12,"It's been years of hoping, and I keep saying it because",32,"'s year hoping , keep saying",love
Lover,Soon You’ll Get Better,12,'Cause I have to,33,'cause,fear
Lover,Soon You’ll Get Better,12,Ooh-ah,34,ooh-ah,sadness
Lover,Soon You’ll Get Better,12,You'll get better,35,'ll get better,anger
Lover,Soon You’ll Get Better,12,Ooh-ah,36,ooh-ah,sadness
Lover,Soon You’ll Get Better,12,"Soon, you'll get better",37,"soon , 'll get better",sadness
Lover,Soon You’ll Get Better,12,Ooh-ah,38,ooh-ah,anger
Lover,Soon You’ll Get Better,12,You'll get better soon,39,'ll get better soon,joy
Lover,Soon You’ll Get Better,12,Ooh-ah,40,ooh-ah,anger
